Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,מה הגיל שלך?,מה המין שלך?,מאיפה את/ה בארץ?,מה הסטטוס המשפחתי שלך?,מהי ההכנסה (נטו) ממוצעת שלך?,איך היית מתאר/ת את התפיסה העצמית ואת דימוי הגוף הנוכחיים שלך?,באיזו מידה את/ה חושב/ת שהסביבה משפיעה על תפיסת דימוי הגוף שלך?,האם את/ה חושב/ת שבובות ברבי משקפות במידה מספקת מגוון צורות וצבעים של נשים אמיתיות?,באיזו מידה לדעתך בובות הברבי משפיעות לטובה על התפיסה החברתית למודל יופי?,האם היית שוקל/ת לרכוש את בובות הברבי לילדים שלך? (באופן היפותטי במידה ואין לך ילדים),באיזו תדירות את/ה אוכל/ת מקדונלד'ס?,איך היית מתאר/ת את התפיסה הכללית שלך לגבי בריאות התפריט של מקדונלדס?,כמה קלוריות את/ה מעריך/ה שיש בהמבורגר בסיסי (לא בארוחה) של מקדונלדס?,האם את/ה מחשיב/ה כעת את מקדונלד'ס כאופציה בריאה יותר בהשוואה ללפני החשיפה הפרסומת?,האם סביר שתבחר/י במקדולנד'ס כארוחת צהריים?,כמה היית מוכן/ה לשלם על ארוחת המבורגר של מקדונלד'ס?,McDonald's,Barbie
3/10/2024 20:44,3/10/2024 20:47,IP Address,188.64.207.21,100,152,TRUE,3/10/2024 20:47,R_4dF5o4EhDQfN2gz,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,שפלה,נשוי/אה,"מעל 20,000 ₪",חיוביים מאוד,מעט,ניטראלי,במידה רבה,באופן וודאי,לעיתים רחוקות,ניטראלי,300-400,כנראה שלא,לא סביר כלל,עד 40 ₪,new,new
3/10/2024 20:47,3/10/2024 20:49,IP Address,147.235.202.153,100,120,TRUE,3/10/2024 20:49,R_43GGrzxRxUJYnHb,,,,,31.7674,35.2186,anonymous,HE,40-50,גבר,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים,במתינות,בכלל לא,במידה מועטה,בכלל לא,לעיתים רחוקות,לא בריא,300-400,בהחלט לא,לא סביר,עד 40 ₪,old,old
3/10/2024 20:50,3/10/2024 20:52,IP Address,147.235.55.67,100,167,TRUE,3/10/2024 20:52,R_4CCbshkhiq38bgs,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,שרון,נשוי/אה,"מעל 20,000 ₪",חיוביים,במתינות,ניטראלי,במתינות,כנראה שכן,לפעמים,לא בריא,500-600,כנראה שלא,ללא שינוי,עד 50 ₪,old,new
3/10/2024 20:51,3/10/2024 20:54,IP Address,77.137.69.197,100,207,TRUE,3/10/2024 20:54,R_2OTcSBafBmWk5vG,,,,,31.5,34.75,anonymous,HE,40-50,גבר,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים מאוד,בכלל לא,בכלל לא,בכלל לא,כנראה שלא,לעיתים רחוקות,לא בריא,500-600,בהחלט לא,לא סביר,עד 40 ₪,new,old
3/10/2024 20:53,3/10/2024 20:58,IP Address,77.137.79.214,100,290,TRUE,3/10/2024 20:58,R_5NJSYJqwM8lABgb,,,,,31.5,34.75,anonymous,HE,40-50,גבר,שרון,נשוי/אה,"10,000-20,000 ₪",ניטראליים,בכלל לא,לא,במתינות,כנראה שכן,לעיתים רחוקות,לא בריא,500-600,כנראה שלא,לא סביר כלל,עד 40 ₪,old,new
3/10/2024 20:55,3/10/2024 20:58,IP Address,176.12.185.2,100,171,TRUE,3/10/2024 20:58,R_2SKQC4A6haTlZjH,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,שרון,נשוי/אה,"מעל 20,000 ₪",חיוביים,במתינות,לא,במידה רבה,כנראה שכן,אף פעם לא,לא בריא,600-700,כנראה שלא,לא סביר כלל,עד 40 ₪,old,old
3/10/2024 20:57,3/10/2024 20:59,IP Address,77.137.65.70,100,128,TRUE,3/10/2024 20:59,R_2JxiEt2u08neo8l,,,,,31.5,34.75,anonymous,HE,40-50,גבר,שרון,גרוש/ה,"10,000-20,000 ₪",חיוביים,מעט,בכלל לא,במידה רבה,בכלל לא,לעיתים רחוקות,לא בריא,500-600,כנראה שלא,לא סביר,עד 40 ₪,new,old
3/10/2024 21:01,3/10/2024 21:04,IP Address,81.199.141.18,100,183,TRUE,3/10/2024 21:04,R_4RWAW2lkqgCkeOz,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,גוש דן,נשוי/אה,"10,000-20,000 ₪",שליליים,מעט,בכלל לא,במידה רבה,כנראה שלא,לעיתים רחוקות,לא בריא,600-700,בהחלט לא,לא סביר כלל,עד 40 ₪,new,old
3/10/2024 21:00,3/10/2024 21:04,IP Address,87.69.69.116,100,267,TRUE,3/10/2024 21:04,R_4d0gIBiQFFkW1J7,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים,במתינות,בכלל לא,במתינות,ניטראלי,אף פעם לא,לא בריא,300-400,כנראה שלא,לא סביר כלל,עד 50 ₪,new,new
3/10/2024 21:04,3/10/2024 21:07,IP Address,109.186.203.22,100,145,TRUE,3/10/2024 21:07,R_2FKZaK1iUjYss3d,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,גוש דן,נשוי/אה,"מעל 20,000 ₪",ניטראליים,במתינות,בכלל לא,במתינות,בכלל לא,לפעמים,לא בריא,600-700,בהחלט לא,לא סביר כלל,עד 40 ₪,old,old
3/10/2024 21:07,3/10/2024 21:10,IP Address,188.64.206.176,100,158,TRUE,3/10/2024 21:10,R_4ZDig7tU3Uszr3g,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,גוש דן,נשוי/אה,"מעל 20,000 ₪",חיוביים,במתינות,לא,בכלל לא,בכלל לא,אף פעם לא,מאוד לא בריא,500-600,בהחלט לא,לא סביר כלל,עד 40 ₪,old,old
3/10/2024 21:06,3/10/2024 21:11,IP Address,194.90.78.224,100,289,TRUE,3/10/2024 21:11,R_1rjRQ1Cvh8XT8VX,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,גוש דן,נשוי/אה,"מעל 20,000 ₪",חיוביים מאוד,בכלל לא,בהחלט כן,באופן מוחלט,בכלל לא,אף פעם לא,מאוד לא בריא,500-600,בהחלט לא,לא סביר כלל,עד 40 ₪,new,old
3/10/2024 21:10,3/10/2024 21:13,IP Address,77.137.79.130,100,150,TRUE,3/10/2024 21:13,R_4C8Dc7wONSyi4RZ,,,,,31.5,34.75,anonymous,HE,מעל 50,גבר,גוש דן,גרוש/ה,"7,500-10,000 ₪",חיוביים,בכלל לא,לא,במידה רבה,ניטראלי,לעיתים רחוקות,ניטראלי,300-400,ניטראלי,לא סביר,עד 40 ₪,old,new
3/10/2024 21:09,3/10/2024 21:15,IP Address,147.235.212.181,100,393,TRUE,3/10/2024 21:15,R_4ib83ZutIR6bAh0,,,,,32.816,34.9821,anonymous,HE,מעל 50,אישה,צפון,אלמן/ה,"5,000-7,500 ₪",חיוביים,במתינות,בכלל לא,בכלל לא,כנראה שכן,לעיתים רחוקות,לא בריא,600-700,כנראה שלא,לא סביר,עד 40 ₪,old,new
3/10/2024 21:13,3/10/2024 21:17,IP Address,87.70.31.15,100,232,TRUE,3/10/2024 21:17,R_43a0QMaFNjfZJCt,,,,,32.0821,34.8122,anonymous,HE,מעל 50,גבר,גוש דן,נשוי/אה,"מעל 20,000 ₪",חיוביים מאוד,במתינות,בכלל לא,בכלל לא,כנראה שלא,לעיתים רחוקות,לא בריא,פחות מ-300,כנראה שלא,לא סביר כלל,עד 50 ₪,new,old
3/10/2024 21:16,3/10/2024 21:19,IP Address,77.126.15.182,100,154,TRUE,3/10/2024 21:19,R_4qkvutPGlE9rxbd,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,גוש דן,נשוי/אה,"מעל 20,000 ₪",חיוביים מאוד,מעט,לא,בכלל לא,כנראה שלא,לעיתים רחוקות,לא בריא,500-600,כנראה שלא,לא סביר,עד 50 ₪,new,old
3/10/2024 21:12,3/10/2024 21:25,IP Address,46.121.236.152,100,814,TRUE,3/10/2024 21:25,R_4OPUfOShBkO4Nep,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,לא,במתינות,ניטראלי,לפעמים,ניטראלי,500-600,כנראה שכן,ללא שינוי,עד 50 ₪,new,new
3/10/2024 21:24,3/10/2024 21:27,IP Address,80.246.130.196,100,158,TRUE,3/10/2024 21:27,R_53vZ67NIAoC8OUe,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,בכלל לא,בכלל לא,בכלל לא,לפעמים,ניטראלי,500-600,כנראה שלא,לא סביר,עד 40 ₪,old,old
3/10/2024 21:26,3/10/2024 21:29,IP Address,141.226.89.231,100,196,TRUE,3/10/2024 21:29,R_2n6LyjsEPjg7x6j,,,,,32.0803,34.7805,anonymous,HE,40-50,גבר,שרון,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,לא,במידה רבה,כנראה שלא,לעיתים רחוקות,ניטראלי,500-600,ניטראלי,לא סביר,עד 50 ₪,new,new
3/10/2024 21:33,3/10/2024 21:36,IP Address,46.120.219.239,100,190,TRUE,3/10/2024 21:36,R_4GrWM9SqHL0qQMD,,,,,32.2722,34.8829,anonymous,HE,מעל 50,גבר,שרון,נשוי/אה,"מעל 20,000 ₪",ניטראליים,מעט,לא,במידה רבה,כנראה שכן,לעיתים רחוקות,לא בריא,פחות מ-300,ניטראלי,לא סביר כלל,עד 50 ₪,new,new
3/10/2024 21:36,3/10/2024 21:39,IP Address,5.28.181.142,100,183,TRUE,3/10/2024 21:39,R_8elukzpBkluA7mY,,,,,31.7674,35.2186,anonymous,HE,מעל 50,גבר,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים מאוד,במידה רבה,בכלל לא,בכלל לא,כנראה שלא,אף פעם לא,ניטראלי,300-400,ניטראלי,לא סביר כלל,עד 40 ₪,new,old
3/10/2024 21:37,3/10/2024 21:39,IP Address,172.56.121.102,100,153,TRUE,3/10/2024 21:39,R_53CtTiTQiT1CbEB,,,,,34.2616,-118.4569,anonymous,HE,25-30,אישה,שרון,רווק/ה,"10,000-20,000 ₪",שליליים,במידה רבה,כן,במתינות,כנראה שכן,לפעמים,מאוד לא בריא,600-700,בהחלט לא,לא סביר,עד 40 ₪,old,new
3/10/2024 21:36,3/10/2024 21:42,IP Address,147.235.200.106,100,331,TRUE,3/10/2024 21:42,R_4CTsRvICo187FnU,,,,,31.7674,35.2186,anonymous,HE,40-50,גבר,גוש דן,אלמן/ה,"10,000-20,000 ₪",חיוביים מאוד,בכלל לא,לא,בכלל לא,כנראה שכן,לעיתים רחוקות,ניטראלי,300-400,ניטראלי,לא סביר,עד 50 ₪,old,new
3/10/2024 21:40,3/10/2024 21:43,IP Address,109.186.40.86,100,221,TRUE,3/10/2024 21:43,R_2TmAERFwmbYwzM6,,,,,32.0821,34.8122,anonymous,HE,40-50,גבר,שרון,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,לא,במידה מועטה,בכלל לא,לפעמים,לא בריא,300-400,ניטראלי,לא סביר,עד 50 ₪,old,new
3/10/2024 21:43,3/10/2024 21:46,IP Address,83.130.76.158,100,163,TRUE,3/10/2024 21:46,R_4wnl3qvzK7r4lcd,,,,,32.8182,35.116,anonymous,HE,40-50,גבר,שפלה,נשוי/אה,"מעל 20,000 ₪",חיוביים,במתינות,לא,במתינות,ניטראלי,אף פעם לא,מאוד לא בריא,300-400,בהחלט לא,לא סביר כלל,עד 40 ₪,new,old
3/10/2024 21:45,3/10/2024 21:49,IP Address,109.186.40.86,100,202,TRUE,3/10/2024 21:49,R_2rPaMMD5X6pgQWl,,,,,32.0821,34.8122,anonymous,HE,18-25,גבר,גוש דן,רווק/ה,"7,500-10,000 ₪",חיוביים מאוד,מעט,בכלל לא,במתינות,ניטראלי,לעיתים רחוקות,בריא,500-600,בהחלט לא,לא סביר,עד 40 ₪,new,old
3/10/2024 21:48,3/10/2024 21:51,IP Address,147.235.206.169,100,164,TRUE,3/10/2024 21:51,R_40T8xtA10ZYL1xh,,,,,31.7674,35.2186,anonymous,HE,40-50,גבר,שפלה,גרוש/ה,"10,000-20,000 ₪",חיוביים מאוד,בכלל לא,בכלל לא,במידה רבה,ניטראלי,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,לא סביר,עד 40 ₪,new,new
3/10/2024 21:55,3/10/2024 21:57,IP Address,109.186.40.86,100,166,TRUE,3/10/2024 21:57,R_3EbiaiPk9WEFj8y,,,,,32.0821,34.8122,anonymous,HE,מעל 50,אישה,שרון,נשוי/אה,"10,000-20,000 ₪",חיוביים,במתינות,כן,במידה רבה,כנראה שכן,לעיתים רחוקות,לא בריא,600-700,בהחלט לא,לא סביר,עד 40 ₪,new,new
3/10/2024 22:06,3/10/2024 22:08,IP Address,77.137.78.231,100,137,TRUE,3/10/2024 22:08,R_2JOCFxru9zxNfwW,,,,,31.5,34.75,anonymous,HE,25-30,אישה,שפלה,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,ניטראלי,במתינות,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,500-600,ניטראלי,לא סביר,עד 50 ₪,old,old
3/10/2024 22:33,3/10/2024 22:35,IP Address,82.81.42.69,100,130,TRUE,3/10/2024 22:35,R_2GCgn4vW50uHYOS,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,צפון,נשוי/אה,"10,000-20,000 ₪",חיוביים,בכלל לא,לא,במידה מועטה,בכלל לא,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,לא סביר,עד 40 ₪,new,old
3/10/2024 22:37,3/10/2024 22:39,IP Address,147.235.219.5,100,108,TRUE,3/10/2024 22:39,R_4Lbu1dMEQcfnjah,,,,,31.9642,34.7876,anonymous,HE,40-50,גבר,דרום,נשוי/אה,"מעל 20,000 ₪",חיוביים,במידה רבה,לא,במידה רבה,ניטראלי,לעיתים רחוקות,לא בריא,500-600,ניטראלי,לא סביר,עד 50 ₪,old,old
3/10/2024 22:36,3/10/2024 22:39,IP Address,77.126.15.182,100,145,TRUE,3/10/2024 22:39,R_4kGtnwaDrRvcWwW,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,גוש דן,נשוי/אה,"7,500-10,000 ₪",חיוביים מאוד,במתינות,לא,במידה רבה,כנראה שכן,אף פעם לא,מאוד לא בריא,500-600,בהחלט לא,לא סביר כלל,עד 40 ₪,old,new
3/10/2024 22:51,3/10/2024 22:56,IP Address,217.194.129.60,100,284,TRUE,3/10/2024 22:56,R_4qVUmrws1PGbE6V,,,,,32.7259,35.6173,anonymous,HE,מעל 50,גבר,צפון,נשוי/אה,"מעל 20,000 ₪",חיוביים,במתינות,ניטראלי,במתינות,ניטראלי,לעיתים רחוקות,לא בריא,600-700,כנראה שכן,לא סביר,עד 50 ₪,new,old
3/10/2024 21:43,3/10/2024 23:18,IP Address,5.29.21.209,100,5711,TRUE,3/10/2024 23:18,R_43IPh5zZhowAevD,,,,,32.0821,34.8122,anonymous,HE,מעל 50,גבר,שפלה,גרוש/ה,"מעל 20,000 ₪",חיוביים,בכלל לא,בכלל לא,במידה רבה,כנראה שכן,בתדירות גבוהה,לא בריא,יותר מ-700,כנראה שלא,לא סביר כלל,עד 40 ₪,old,old
3/11/2024 1:51,3/11/2024 1:57,IP Address,46.19.85.55,100,374,TRUE,3/11/2024 1:57,R_4ykF2MokrGLDJ90,,,,,32.0821,34.8122,anonymous,HE,40-50,גבר,שפלה,נשוי/אה,"מעל 20,000 ₪",חיוביים,במידה רבה,לא,במידה מועטה,בכלל לא,לעיתים רחוקות,לא בריא,300-400,ניטראלי,לא סביר,עד 50 ₪,new,old
3/11/2024 6:57,3/11/2024 7:02,IP Address,104.28.60.68,100,256,TRUE,3/11/2024 7:02,R_2FhXU1AXPvITv4K,,,,,31.2538,34.7858,anonymous,HE,מעל 50,גבר,שפלה,נשוי/אה,"מעל 20,000 ₪",חיוביים,במידה רבה,ניטראלי,במתינות,ניטראלי,לעיתים רחוקות,לא בריא,500-600,כנראה שלא,לא סביר,עד 50 ₪,old,new
3/11/2024 10:13,3/11/2024 10:16,IP Address,77.138.12.63,100,134,TRUE,3/11/2024 10:16,R_5czTLy4IN6AWwW5,,,,,31.9011,34.8285,anonymous,HE,25-30,אישה,שפלה,רווק/ה,"10,000-20,000 ₪",שליליים,במידה רבה,לא,במידה רבה,כנראה שכן,לפעמים,מאוד לא בריא,יותר מ-700,בהחלט לא,לא סביר,עד 40 ₪,new,new
3/11/2024 10:14,3/11/2024 10:17,IP Address,77.137.36.182,100,184,TRUE,3/11/2024 10:17,R_7neyVQfsp3VZA9X,,,,,31.9642,34.7876,anonymous,HE,25-30,אישה,גוש דן,רווק/ה,"5,000-7,500 ₪",חיוביים מאוד,מעט,לא,במידה רבה,כנראה שלא,לפעמים,לא בריא,600-700,ניטראלי,ללא שינוי,עד 40 ₪,new,new
3/11/2024 10:13,3/11/2024 10:17,IP Address,31.154.222.102,100,202,TRUE,3/11/2024 10:17,R_4SueKtdMIGKxloR,,,,,32.0803,34.7805,anonymous,HE,25-30,אישה,שרון,רווק/ה,"10,000-20,000 ₪",ניטראליים,במידה רבה,ניטראלי,במתינות,ניטראלי,אף פעם לא,מאוד לא בריא,500-600,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 10:15,3/11/2024 10:18,IP Address,104.28.60.69,100,160,TRUE,3/11/2024 10:18,R_5M4IuQZIVRttz9a,,,,,31.2538,34.7858,anonymous,HE,25-30,גבר,צפון,נשוי/אה,"10,000-20,000 ₪",ניטראליים,במתינות,לא,בכלל לא,ניטראלי,לעיתים רחוקות,לא בריא,500-600,בהחלט לא,לא סביר,עד 60 ₪,old,old
3/11/2024 10:11,3/11/2024 10:19,IP Address,2.54.60.107,100,433,TRUE,3/11/2024 10:19,R_44XjNNgpq7cHuPD,,,,,32.0803,34.7805,anonymous,HE,מעל 50,גבר,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים,בכלל לא,לא,במידה מועטה,בכלל לא,לעיתים רחוקות,ניטראלי,500-600,כנראה שלא,לא סביר כלל,עד 50 ₪,new,old
3/11/2024 10:17,3/11/2024 10:20,IP Address,84.94.148.90,100,175,TRUE,3/11/2024 10:20,R_44CXIT9YtIUSRpI,,,,,32.1678,34.8205,anonymous,HE,25-30,אישה,שפלה,רווק/ה,"עד 5,000 ₪",ניטראליים,במתינות,לא,במידה מועטה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,300-400,כנראה שלא,ללא שינוי,עד 40 ₪,new,old
3/11/2024 10:13,3/11/2024 10:20,IP Address,2.54.47.86,100,407,TRUE,3/11/2024 10:20,R_4UgA0kP6d78gkyC,,,,,32.0803,34.7805,anonymous,HE,מעל 50,אישה,גוש דן,נשוי/אה,"10,000-20,000 ₪",חיוביים,מעט,בכלל לא,בכלל לא,בכלל לא,לעיתים רחוקות,ניטראלי,300-400,ניטראלי,ללא שינוי,עד 60 ₪,old,old
3/11/2024 10:12,3/11/2024 10:23,IP Address,77.137.65.175,100,605,TRUE,3/11/2024 10:23,R_8DXT4HOxKuETLM9,,,,,31.5,34.75,anonymous,HE,מעל 50,אישה,גוש דן,נשוי/אה,"7,500-10,000 ₪",ניטראליים,מעט,לא,במתינות,כנראה שכן,אף פעם לא,מאוד לא בריא,פחות מ-300,כנראה שלא,לא סביר כלל,עד 40 ₪,new,old
3/11/2024 10:21,3/11/2024 10:24,IP Address,87.70.77.126,100,161,TRUE,3/11/2024 10:24,R_4r8Goyve3l3Y209,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,שפלה,רווק/ה,אין לי הכנסה,ניטראליים,במתינות,לא,במתינות,כנראה שכן,לפעמים,ניטראלי,300-400,כנראה שכן,ללא שינוי,עד 40 ₪,new,new
3/11/2024 10:25,3/11/2024 10:27,IP Address,194.153.101.246,100,101,TRUE,3/11/2024 10:27,R_4PzCVXxZQ8GEYSl,,,,,32.1678,34.8205,anonymous,HE,25-30,גבר,דרום,רווק/ה,"5,000-7,500 ₪",שליליים,מעט,כן,במידה רבה,כנראה שכן,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,לא סביר,עד 50 ₪,old,new
3/11/2024 10:25,3/11/2024 10:29,IP Address,84.229.165.202,100,196,TRUE,3/11/2024 10:29,R_1JsnJoQtycWNo8h,,,,,31.9011,34.8285,anonymous,HE,18-25,אישה,שפלה,רווק/ה,אין לי הכנסה,שליליים,במידה רבה,ניטראלי,במידה מועטה,כנראה שכן,לפעמים,לא בריא,300-400,כנראה שלא,ללא שינוי,עד 40 ₪,old,new
3/11/2024 10:32,3/11/2024 10:33,IP Address,79.179.246.220,100,100,TRUE,3/11/2024 10:33,R_4bWdSoaPMBj3AtW,,,,,32.0803,34.7805,anonymous,HE,18-25,אישה,שרון,רווק/ה,"עד 5,000 ₪",שליליים,במידה רבה,בכלל לא,במידה מועטה,כנראה שכן,לעיתים רחוקות,מאוד לא בריא,600-700,כנראה שלא,לא סביר,עד 40 ₪,new,old
3/11/2024 10:32,3/11/2024 10:35,IP Address,46.117.214.6,100,184,TRUE,3/11/2024 10:35,R_2CotltSYhcGyyM9,,,,,31.9286,34.807,anonymous,HE,מעל 50,אישה,שפלה,גרוש/ה,"5,000-7,500 ₪",שליליים,במידה רבה,ניטראלי,בכלל לא,כנראה שכן,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,ללא שינוי,עד 50 ₪,new,old
3/11/2024 10:29,3/11/2024 10:35,IP Address,87.68.174.80,100,325,TRUE,3/11/2024 10:35,R_40MzQUJ2bEM73I8,,,,,32.3348,34.8596,anonymous,HE,18-25,אישה,שרון,רווק/ה,"עד 5,000 ₪",שליליים,מעט,לא,במתינות,ניטראלי,לעיתים רחוקות,לא בריא,300-400,כנראה שלא,לא סביר,עד 40 ₪,old,new
